driver_trip,Move_Up_this_percent,Move_to_this_percentile
1037_194,-35,0
1037_199,-35,0
1037_200,-35,0
1038_2,3,0
1038_18,3,0
1038_24,-35,0
1038_25,-25,0
1038_33,-30,0
1038_34,-30,0
1038_40,30,0
1038_41,-25,0
1038_47,3,0
1038_55,40,0
1038_61,-30,0
1038_65,3,0
1038_70,-25,0
1038_84,-25,0
1038_85,-25,0
1038_86,3,0
1038_88,-25,0
1038_90,-25,0
1038_92,3,0
1038_100,-25,0
1038_112,1,0
1038_130,-30,0
1038_132,-30,0
1038_142,30,0
1038_144,-30,0
1038_150,-30,0
1038_158,-30,0
1038_162,-25,0
1038_165,30,0
1038_169,30,0
1038_171,-25,0
1038_174,3,0
1038_187,-30,0
1038_194,40,0
104_2,1,0
104_3,40,0
104_13,40,0
104_27,-25,0
104_28,-30,0
104_34,-30,0
104_39,40,0
104_41,-35,0
104_43,-25,0
104_44,1,0
104_46,-30,0
104_52,-25,0
104_77,-35,0
104_78,-35,0
104_80,3,0
104_81,40,0
104_84,30,0
104_88,-25,0
104_93,-25,0
104_94,-25,0
104_97,-25,0
104_101,-35,0
104_103,-30,0
104_104,-25,0
104_105,-30,0
104_106,-30,0
104_107,-25,0
104_117,3,0
104_118,-25,0
104_119,-35,0
104_120,75,0
104_126,30,0
104_134,40,0
104_135,30,0
104_136,40,0
104_141,3,0
104_142,30,0
104_143,40,0
104_148,40,0
104_155,-30,0
104_160,3,0
104_162,-25,0
104_174,-25,0
104_177,1,0
104_180,-25,0
104_182,40,0
104_183,-30,0
104_185,-35,0
104_187,-25,0
104_188,-25,0
104_190,-30,0
104_192,-25,0
104_193,40,0
1040_15,-30,0
1040_34,-35,0
1040_38,3,0
1040_41,-25,0
1040_60,-25,0
1040_68,-35,0
1040_89,-35,0
1040_100,-25,0
1040_102,-35,0
1040_114,-35,0
1040_122,-35,0
1040_124,-35,0
1040_149,-25,0
1040_161,40,0
1040_172,-25,0
1040_174,30,0
1040_176,-35,0
1040_196,-45,0
1041_4,3,0
1041_9,40,0
1041_12,-25,0
1041_29,-25,0
1041_32,-30,0
1041_34,3,0
1041_37,-35,0
1041_39,-30,0
1041_40,30,0
1041_42,75,0
1041_43,-35,0
1041_44,-25,0
1041_48,-25,0
1041_50,10,0
1041_56,-35,0
1041_59,-25,0
1041_61,10,0
1041_66,-30,0
1041_69,30,0
1041_73,-25,0
1041_75,-25,0
1041_83,40,0
1041_85,-35,0
1041_87,30,0
1041_92,-25,0
1041_93,3,0
1041_104,30,0
1041_110,-25,0
1041_118,10,0
1041_121,40,0
1041_122,-35,0
1041_129,3,0
1041_136,40,0
1041_138,3,0
1041_140,40,0
1041_142,75,0
1041_144,-25,0
1041_148,-25,0
1041_149,10,0
1041_150,-35,0
1041_153,-35,0
1041_157,-25,0
1041_160,10,0
1041_168,-25,0
1041_173,-30,0
1041_182,-35,0
1041_186,3,0
1041_187,-25,0
1041_189,-35,0
1041_190,-35,0
1041_192,40,0
1041_194,40,0
1041_199,-25,0
1042_2,30,0
1042_3,-25,0
1042_9,3,0
1042_13,-25,0
1042_19,-30,0
1042_26,-30,0
1042_49,-30,0
1042_84,-25,0
1042_86,-25,0
1042_114,10,0
1042_128,-25,0
1042_129,-25,0
1042_134,-25,0
1042_137,-25,0
1042_138,30,0
1042_139,1,0
1042_160,-25,0
1042_162,3,0
1042_165,3,0
1042_182,-25,0
1042_186,-35,0
1043_5,-30,0
1043_6,-30,0
1043_8,-25,0
1043_15,-35,0
1043_35,-30,0
1043_39,1,0
1043_41,-30,0
1043_43,3,0
1043_44,75,0
1043_59,-35,0
1043_60,-25,0
1043_63,-35,0
1043_71,-30,0
1043_73,-30,0
1043_74,-25,0
1043_76,-35,0
1043_77,-30,0
1043_78,3,0
1043_85,-25,0
1043_91,-25,0
1043_103,-35,0
1043_109,3,0
1043_113,-35,0
1043_140,-30,0
1043_155,-30,0
1043_156,-35,0
1043_160,3,0
1043_164,-25,0
1043_167,-35,0
1043_169,-30,0
1043_175,-30,0
1043_182,-35,0
1043_189,3,0
1043_198,-25,0
1044_2,-25,0
1044_4,-25,0
1044_11,-25,0
1044_14,-25,0
1044_15,-25,0
1044_19,3,0
1044_23,1,0
1044_24,1,0
1044_28,-25,0
1044_31,-35,0
1044_35,-25,0
1044_36,-35,0
1044_38,-35,0
1044_50,-35,0
1044_51,-25,0
1044_53,-25,0
1044_55,-25,0
1044_56,-25,0
1044_59,-30,0
1044_62,75,0
1044_67,-35,0
1044_68,3,0
1044_72,3,0
1044_73,40,0
1044_87,-25,0
1044_89,-25,0
1044_93,1,0
1044_104,40,0
1044_107,1,0
1044_111,-25,0
1044_113,3,0
1044_116,-25,0
1044_117,-25,0
1044_118,-25,0
1044_123,40,0
1044_130,-25,0
1044_134,40,0
1044_140,-30,0
1044_142,-30,0
1044_155,-25,0
1044_158,-30,0
1044_164,-30,0
1044_168,-30,0
1044_169,-25,0
1044_183,-30,0
1044_191,-25,0
1045_7,-25,0
1045_8,-35,0
1045_12,3,0
1045_13,-30,0
1045_20,3,0
1045_21,-25,0
1045_22,-25,0
1045_38,-35,0
1045_40,3,0
1045_44,-25,0
1045_46,-25,0
1045_55,-30,0
1045_71,-25,0
1045_79,-25,0
1045_83,1,0
1045_91,-25,0
1045_101,-25,0
1045_102,-25,0
1045_103,-30,0
1045_106,1,0
1045_112,-25,0
1045_114,-25,0
1045_120,3,0
1045_131,-25,0
1045_133,-30,0
1045_134,-30,0
1045_146,-35,0
1045_154,-25,0
1045_157,-25,0
1045_159,-25,0
1045_169,-25,0
1045_172,-25,0
1045_177,-35,0
1045_184,-25,0
1045_186,-35,0
1045_188,-35,0
1045_192,30,0
1045_196,-25,0
1045_199,40,0
1046_1,75,0
1046_2,10,0
1046_6,-35,0
1046_18,-25,0
1046_27,30,0
1046_29,30,0
1046_46,-35,0
1046_53,-35,0
1046_55,30,0
1046_56,-25,0
1046_64,3,0
1046_66,40,0
1046_68,3,0
1046_72,3,0
1046_77,-25,0
1046_80,-25,0
1046_101,-25,0
1046_107,3,0
1046_112,3,0
1046_115,30,0
1046_132,-25,0
1046_137,1,0
1046_142,-25,0
1046_145,-35,0
1046_146,40,0
1046_148,-25,0
1046_157,-25,0
1046_162,1,0
1046_168,-25,0
1046_174,-25,0
1046_184,-35,0
1046_190,-25,0
1046_194,-25,0
1047_10,75,0
1047_11,75,0
1047_15,-25,0
1047_20,-35,0
1047_22,30,0
1047_32,-35,0
1047_33,-25,0
1047_34,-30,0
1047_37,3,0
1047_41,-25,0
1047_45,75,0
1047_55,75,0
1047_60,-30,0
1047_63,-25,0
1047_73,-25,0
1047_85,40,0
1047_89,-25,0
1047_96,-35,0
1047_101,3,0
1047_109,3,0
1047_120,-30,0
1047_133,10,0
1047_136,-25,0
1047_141,3,0
1047_142,1,0
1047_158,-35,0
1047_160,30,0
1047_167,1,0
1047_168,3,0
1047_179,-25,0
1047_180,-35,0
1047_190,30,0
1048_1,3,0
1048_4,75,0
1048_9,3,0
1048_22,-30,0
1048_25,30,0
1048_26,-25,0
1048_34,-35,0
1048_35,-25,0
1048_36,30,0
1048_44,-25,0
1048_52,-30,0
1048_56,3,0
1048_59,-25,0
1048_72,3,0
1048_80,-25,0
1048_81,75,0
1048_84,-25,0
1048_85,-30,0
1048_87,-30,0
1048_90,-25,0
1048_99,3,0
1048_105,75,0
1048_112,-35,0
1048_119,-25,0
1048_128,-25,0
1048_135,3,0
1048_138,-25,0
1048_141,-35,0
1048_142,-30,0
1048_153,3,0
1048_154,40,0
1048_159,-35,0
1048_162,3,0
1048_165,3,0
1048_169,-30,0
1048_187,-25,0
1048_189,3,0
1048_198,-30,0
1049_3,75,0
1049_14,-35,0
1049_16,-35,0
1049_27,30,0
1049_28,10,0
1049_42,-30,0
1049_46,-30,0
1049_48,-35,0
1049_54,-30,0
1049_56,3,0
1049_57,-25,0
1049_61,3,0
1049_64,30,0
1049_67,40,0
1049_82,-30,0
1049_89,40,0
1049_92,3,0
1049_97,10,0
1049_101,-25,0
1049_103,3,0
1049_107,3,0
1049_123,-30,0
1049_124,1,0
1049_126,3,0
1049_127,1,0
1049_134,30,0
1049_136,3,0
1049_137,-25,0
1049_139,-35,0
1049_145,3,0
1049_157,-35,0
1049_165,3,0
1049_167,-25,0
1049_172,-25,0
1049_173,30,0
1049_174,-25,0
1049_180,-25,0
1049_181,-25,0
1049_195,-35,0
105_4,-25,0
105_14,-25,0
105_16,30,0
105_17,30,0
105_21,75,0
105_22,-25,0
105_24,-30,0
105_26,-25,0
105_30,-25,0
105_31,75,0
105_37,3,0
105_48,-30,0
105_50,-25,0
105_51,-25,0
105_53,-25,0
105_54,-35,0
105_57,-25,0
105_58,40,0
105_62,-35,0
105_63,-25,0
105_75,-25,0
105_78,-25,0
105_82,-25,0
105_83,-35,0
105_85,1,0
105_92,-25,0
105_95,-25,0
105_99,30,0
105_105,-25,0
105_106,-25,0
105_108,-25,0
105_110,-35,0
105_112,-25,0
105_114,-35,0
105_120,-25,0
105_121,-25,0
105_128,3,0
105_131,-35,0
105_132,-30,0
105_147,-30,0
105_148,40,0
105_153,-30,0
105_160,-25,0
105_163,-25,0
105_165,1,0
105_169,40,0
105_170,-25,0
105_175,-25,0
105_176,1,0
105_177,3,0
105_187,-25,0
105_189,-25,0
105_195,1,0
1050_12,-30,0
1050_13,-35,0
1050_14,3,0
1050_24,1,0
1050_31,3,0
1050_38,3,0
1050_51,30,0
1050_59,-35,0
1050_65,75,0
1050_68,-35,0
1050_75,10,0
1050_82,-35,0
1050_85,1,0
1050_86,3,0
1050_90,3,0
1050_117,-30,0
1050_121,75,0
1050_125,-25,0
1050_132,30,0
1050_141,75,0
1050_145,3,0
1050_147,-35,0
1050_148,3,0
1050_162,-25,0
1050_164,-30,0
1050_174,30,0
1050_175,-35,0
1050_177,3,0
1050_181,-30,0
1050_183,30,0
1051_3,-25,0
1051_12,30,0
1051_14,-35,0
1051_21,3,0
1051_25,75,0
1051_29,-35,0
1051_33,3,0
1051_49,-25,0
1051_64,-35,0
1051_66,-30,0
1051_70,-25,0
1051_72,-25,0
1051_82,-25,0
1051_97,-25,0
1051_100,3,0
1051_110,-25,0
1051_115,30,0
1051_120,10,0
1051_125,3,0
1051_151,3,0
1051_155,3,0
1051_160,-35,0
1051_161,-35,0
1051_181,3,0
1051_186,-25,0
1051_191,-25,0
1051_197,-25,0
1052_7,-30,0
1052_10,-35,0
1052_12,-25,0
1052_19,-30,0
1052_21,-25,0
1052_23,-25,0
1052_25,-25,0
1052_30,-25,0
1052_33,-35,0
1052_44,-25,0
1052_49,-30,0
1052_53,75,0
1052_57,-25,0
1052_60,40,0
1052_63,-25,0
1052_66,3,0
1052_76,-25,0
1052_80,-45,0
1052_82,1,0
1052_86,-30,0
1052_88,-25,0
1052_90,-30,0
1052_91,-25,0
1052_99,-25,0
1052_105,-35,0
1052_107,40,0
1052_112,-25,0
1052_114,30,0
1052_116,-25,0
1052_117,-35,0
1052_124,-25,0
1052_132,-25,0
1052_139,-25,0
1052_140,-35,0
1052_143,-35,0
1052_145,-25,0
1052_151,-35,0
1052_161,-35,0
1052_164,-25,0
1052_170,40,0
1052_181,-25,0
1052_182,-25,0
1052_185,-25,0
1052_187,-25,0
1052_189,-25,0
1052_190,-25,0
1052_191,-25,0
1052_192,-25,0
1052_195,-25,0
1052_196,-35,0
1052_198,-35,0
1053_3,-25,0
1053_8,-25,0
1053_10,-25,0
1053_14,-35,0
1053_15,-35,0
1053_27,3,0
1053_34,10,0
1053_38,75,0
1053_62,30,0
1053_67,-25,0
1053_69,-25,0
1053_78,3,0
1053_90,-25,0
1053_91,-25,0
1053_93,-30,0
1053_95,3,0
1053_99,-25,0
1053_117,-25,0
1053_123,-25,0
1053_126,30,0
1053_167,3,0
1053_169,-25,0
1053_177,-25,0
1053_180,-35,0
1053_183,-30,0
1053_192,3,0
1053_195,-25,0
1053_197,75,0
1054_4,-25,0
1054_9,-30,0
1054_10,-25,0
1054_14,1,0
1054_20,-25,0
1054_24,-35,0
1054_26,-25,0
1054_31,-25,0
1054_51,-25,0
1054_53,-25,0
1054_61,-30,0
1054_63,-30,0
1054_91,-30,0
1054_97,-25,0
1054_103,-35,0
1054_110,40,0
1054_111,-25,0
1054_115,-25,0
1054_118,75,0
1054_127,-25,0
1054_136,-35,0
1054_137,75,0
1054_139,-25,0
1054_143,40,0
1054_145,-25,0
1054_160,-25,0
1054_163,-25,0
1054_165,40,0
1054_178,-30,0
1054_183,-35,0
1054_194,-25,0
1054_198,40,0
1055_5,30,0
1055_8,10,0
1055_20,40,0
1055_21,3,0
1055_31,-35,0
1055_46,-35,0
1055_52,3,0
1055_55,-30,0
1055_59,3,0
1055_69,-35,0
1055_72,30,0
1055_81,-35,0
1055_90,-35,0
1055_94,-35,0
1055_101,-25,0
1055_107,40,0
1055_119,10,0
1055_140,3,0
1055_142,-35,0
1055_144,-35,0
1055_150,10,0
1055_163,-35,0
1055_177,-35,0
1055_188,3,0
1055_197,-25,0
1055_200,3,0
1056_5,-35,0
1056_13,-45,0
1056_14,-25,0
1056_18,-25,0
1056_40,-35,0
1056_53,-30,0
1056_57,-35,0
1056_64,-25,0
1056_71,-25,0
1056_75,-25,0
1056_87,-25,0
1056_89,-25,0
1056_90,-25,0
1056_94,-30,0
1056_103,-35,0
1056_105,-25,0
1056_108,-35,0
1056_115,-45,0
1056_118,1,0
1056_121,40,0
1056_127,-25,0
1056_129,-30,0
1056_136,-35,0
1056_143,-30,0
1056_144,-25,0
1056_157,-25,0
1056_158,-25,0
1056_165,-25,0
1056_167,-25,0
1056_170,-25,0
1056_180,-25,0
1056_182,1,0
1056_194,-35,0
1057_3,1,0
1057_13,10,0
1057_17,-25,0
1057_19,-35,0
1057_21,3,0
1057_22,-35,0
1057_32,30,0
1057_41,3,0
1057_43,10,0
1057_45,-30,0
1057_48,-25,0
1057_52,-35,0
1057_54,-25,0
1057_56,10,0
1057_61,-25,0
1057_70,3,0
1057_76,75,0
1057_77,-25,0
1057_81,1,0
1057_82,-25,0
1057_87,-30,0
1057_94,-35,0
1057_102,-30,0
1057_105,3,0
1057_106,-25,0
1057_112,-25,0
1057_116,-25,0
1057_124,-25,0
1057_129,-35,0
1057_130,3,0
1057_133,-25,0
1057_140,3,0
1057_147,-35,0
1057_148,-25,0
1057_153,30,0
1057_155,10,0
1057_159,30,0
1057_160,10,0
1057_165,-35,0
1057_171,-35,0
1057_172,10,0
1057_175,3,0
1057_176,30,0
1057_179,30,0
1057_181,-25,0
1057_185,75,0
1057_190,30,0
1057_194,30,0
1058_2,-25,0
1058_8,-25,0
1058_12,-35,0
1058_20,30,0
1058_25,-25,0
1058_27,-25,0
1058_42,-25,0
1058_68,-35,0
1058_71,-25,0
1058_82,10,0
1058_85,-25,0
1058_91,-25,0
1058_110,-25,0
1058_115,3,0
1058_122,10,0
1058_123,-25,0
1058_126,-25,0
1058_131,-25,0
1058_142,-25,0
1058_144,-25,0
1058_147,-25,0
1058_149,-25,0
1058_185,-35,0
1058_195,-25,0
1059_2,3,0
1059_8,3,0
1059_14,-25,0
1059_20,-25,0
1059_22,-25,0
1059_23,-25,0
1059_31,75,0
1059_36,-25,0
1059_39,-25,0
1059_41,-25,0
1059_42,-25,0
1059_44,-35,0
1059_52,-25,0
1059_56,-30,0
1059_58,-25,0
1059_61,-25,0
1059_69,-25,0
1059_79,30,0
1059_81,-25,0
1059_83,3,0
1059_90,30,0
1059_94,3,0
1059_98,40,0
1059_103,-25,0
1059_107,-25,0
1059_112,-25,0
1059_114,-25,0
1059_121,-30,0
1059_124,1,0
1059_133,30,0
1059_135,-25,0
1059_141,-25,0
1059_150,3,0
1059_157,-25,0
1059_163,40,0
1059_171,-25,0
1059_175,30,0
1059_176,-30,0
1059_177,-35,0
1059_183,30,0
1059_184,-30,0
1059_185,-25,0
1059_189,3,0
1059_190,-25,0
1059_196,-25,0
106_13,3,0
106_23,-25,0
106_26,-25,0
106_41,-30,0
106_45,-25,0
106_48,3,0
106_62,-25,0
106_71,-25,0
106_148,3,0
106_158,-30,0
106_167,40,0
106_183,-25,0
106_195,40,0
106_197,-25,0
1060_2,3,0
1060_20,-30,0
1060_33,-25,0
1060_34,3,0
1060_37,3,0
1060_43,-25,0
1060_44,1,0
1060_62,3,0
1060_66,-25,0
1060_68,3,0
1060_97,-25,0
1060_98,40,0
1060_142,-25,0
1060_147,30,0
1060_155,3,0
1060_160,-25,0
1060_164,-30,0
1060_181,-25,0
1060_197,-25,0
1060_198,-30,0
1061_3,-25,0
1061_14,3,0
1061_19,-25,0
1061_20,-30,0
1061_21,-25,0
1061_28,-30,0
1061_30,3,0
1061_50,-35,0
1061_51,-25,0
1061_53,3,0
1061_54,-25,0
1061_60,-25,0
1061_65,-25,0
1061_66,-25,0
1061_73,-35,0
1061_75,1,0
1061_82,-30,0
1061_83,-25,0
1061_92,-30,0
1061_98,75,0
1061_107,-30,0
1061_111,30,0
1061_113,10,0
1061_116,-30,0
1061_117,-30,0
1061_125,-25,0
1061_130,-35,0
1061_131,-35,0
1061_136,-25,0
1061_137,3,0
1061_143,-35,0
1061_149,-25,0
1061_160,-30,0
1061_175,-35,0
1061_188,3,0
1062_3,-25,0
1062_6,-30,0
1062_23,3,0
1062_27,-25,0
1062_31,3,0
1062_41,-25,0
1062_43,-25,0
1062_45,-30,0
1062_52,-30,0
1062_54,30,0
1062_58,-30,0
1062_62,-25,0
1062_65,3,0
1062_67,-30,0
1062_76,-25,0
1062_77,-30,0
1062_87,3,0
1062_88,3,0
1062_106,3,0
1062_110,3,0
1062_120,3,0
1062_134,-25,0
1062_144,-35,0
1062_158,1,0
1062_165,10,0
1062_171,-35,0
1062_178,1,0
1062_186,-30,0
1062_197,-25,0
1063_8,-35,0
1063_27,-25,0
1063_45,3,0
1063_56,75,0
1063_74,3,0
1063_96,75,0
1063_98,3,0
1063_108,75,0
1063_112,-25,0
1063_113,3,0
1063_131,3,0
1063_135,3,0
1063_145,1,0
1063_181,3,0
1063_184,-25,0
1063_185,3,0
1063_196,-25,0
1064_2,30,0
1064_4,-25,0
1064_13,-25,0
1064_14,-30,0
1064_21,3,0
1064_25,-35,0
1064_38,-25,0
1064_42,30,0
1064_50,-25,0
1064_52,-30,0
1064_66,-30,0
1064_67,30,0
1064_69,-30,0
1064_73,1,0
1064_74,-25,0
1064_79,1,0
1064_81,-25,0
1064_87,30,0
1064_91,3,0
1064_93,-25,0
1064_94,1,0
1064_95,-35,0
1064_101,40,0
1064_103,30,0
1064_113,1,0
1064_123,-25,0
1064_133,-30,0
1064_147,-25,0
1064_151,-30,0
1064_156,30,0
1064_157,-25,0
1064_160,-25,0
1064_179,-25,0
1064_181,-25,0
1064_183,-25,0
1064_184,-30,0
1064_187,-30,0
1064_193,30,0
1065_1,3,0
1065_2,-30,0
1065_27,-35,0
1065_37,3,0
1065_58,3,0
1065_59,-30,0
1065_60,-25,0
1065_61,75,0
1065_86,-35,0
1065_97,-25,0
1065_98,75,0
1065_99,-35,0
1065_106,-30,0
1065_115,30,0
1065_120,-30,0
1065_128,3,0
1065_137,-25,0
1065_163,-25,0
1065_175,75,0
1065_177,-35,0
1065_178,-35,0
1065_192,30,0
1066_1,3,0
1066_3,3,0
1066_5,3,0
1066_8,40,0
1066_12,1,0
1066_18,-35,0
1066_24,1,0
1066_27,-35,0
1066_40,40,0
1066_41,10,0
1066_45,-25,0
1066_52,75,0
1066_61,1,0
1066_63,-35,0
1066_66,-25,0
1066_67,40,0
1066_75,-35,0
1066_77,-30,0
1066_94,3,0
1066_98,-25,0
1066_104,-25,0
1066_118,-25,0
1066_120,30,0
1066_131,-35,0
1066_133,-25,0
1066_139,3,0
1066_151,-30,0
1066_153,40,0
1066_160,3,0
1066_166,30,0
1066_171,-25,0
1066_183,75,0
1066_189,-30,0
1066_199,-25,0
1067_1,-35,0
1067_2,-25,0
1067_9,-25,0
1067_12,-25,0
1067_15,-25,0
1067_19,30,0
1067_22,-25,0
1067_28,1,0
1067_30,1,0
1067_36,-35,0
1067_52,30,0
1067_66,-25,0
1067_78,-30,0
1067_83,3,0
1067_93,-35,0
1067_94,10,0
1067_96,-25,0
1067_102,1,0
1067_115,-25,0
1067_119,30,0
1067_120,3,0
1067_126,75,0
1067_128,3,0
1067_129,-25,0
1067_144,30,0
1067_161,-25,0
1067_168,-25,0
1067_196,-25,0
1068_7,-35,0
1068_16,-35,0
1068_21,30,0
1068_27,-35,0
1068_47,-25,0
1068_55,-35,0
1068_62,30,0
1068_64,-35,0
1068_70,-30,0
1068_73,1,0
1068_78,40,0
1068_85,-25,0
1068_88,-25,0
1068_92,-35,0
1068_99,-35,0
1068_100,-25,0
1068_103,3,0
1068_105,-35,0
1068_110,-25,0
1068_111,-35,0
1068_115,-25,0
1068_121,3,0
1068_123,3,0
1068_126,3,0
1068_130,-25,0
1068_131,-35,0
1068_139,10,0
1068_150,3,0
1068_168,30,0
1068_169,1,0
1068_175,-25,0
1068_190,30,0
1068_196,-25,0
1068_200,-30,0
1069_1,-30,0
1069_4,-25,0
1069_5,-35,0
1069_9,-25,0
1069_10,-35,0
1069_13,-25,0
1069_14,-35,0
1069_19,-30,0
1069_25,-30,0
1069_39,-30,0
1069_40,10,0
1069_45,3,0
1069_51,-25,0
1069_53,1,0
1069_55,-25,0
1069_56,3,0
1069_59,-30,0
1069_63,30,0
1069_70,-25,0
1069_71,-25,0
1069_78,40,0
1069_79,-35,0
1069_80,-30,0
1069_82,30,0
1069_83,-25,0
1069_89,-25,0
1069_97,-30,0
1069_98,-25,0
1069_100,-30,0
1069_101,10,0
1069_105,-25,0
1069_112,-25,0
1069_115,-25,0
1069_117,-35,0
1069_123,30,0
1069_140,40,0
1069_141,75,0
1069_143,-30,0
1069_144,-25,0
1069_146,-25,0
1069_147,-35,0
1069_155,10,0
1069_159,1,0
1069_163,-30,0
1069_166,-35,0
1069_168,-25,0
1069_171,-30,0
1069_176,30,0
1069_186,3,0
1069_187,-35,0
1069_193,-25,0
1069_194,30,0
1069_198,30,0
107_4,-25,0
107_7,-25,0
107_14,-25,0
107_15,3,0
107_16,3,0
107_27,-25,0
107_30,-30,0
107_31,3,0
107_47,-25,0
107_58,-25,0
107_77,-35,0
107_84,3,0
107_87,-25,0
107_91,-35,0
107_94,75,0
107_100,-25,0
107_103,-25,0
107_104,-30,0
107_107,-25,0
107_109,3,0
107_112,3,0
107_116,3,0
107_120,-25,0
107_129,3,0
107_133,3,0
107_144,-30,0
107_147,-25,0
107_157,3,0
107_165,-25,0
107_184,3,0
107_191,-25,0
107_196,1,0
107_200,-35,0
1070_1,-35,0
1070_2,-25,0
1070_7,-25,0
1070_12,3,0
1070_15,-35,0
1070_24,3,0
1070_27,-35,0
1070_33,-25,0
1070_34,40,0
1070_38,75,0
1070_45,30,0
1070_52,30,0
1070_59,-35,0
1070_65,-25,0
1070_69,30,0
1070_75,3,0
1070_82,40,0
1070_92,-25,0
1070_96,3,0
1070_103,-25,0
1070_104,-25,0
1070_107,3,0
1070_109,-25,0
1070_115,-30,0
1070_120,30,0
1070_122,30,0
1070_127,30,0
1070_130,30,0
1070_134,-25,0
1070_136,-35,0
1070_139,3,0
1070_145,-25,0
1070_146,-25,0
1070_150,10,0
1070_151,3,0
1070_165,-30,0
1070_176,3,0
1070_180,-35,0
1070_198,-25,0
1071_4,3,0
1071_6,-35,0
1071_16,3,0
1071_31,-45,0
1071_41,-30,0
1071_47,-25,0
1071_49,-25,0
1071_59,-25,0
1071_62,-35,0
1071_65,-35,0
1071_68,-35,0
1071_71,1,0
1071_79,-25,0
1071_101,-25,0
1071_106,-25,0
1071_131,-25,0
1071_132,3,0
1071_136,30,0
1071_140,30,0
1071_150,30,0
1071_155,-30,0
1071_157,1,0
1071_159,3,0
1071_160,-35,0
1071_175,75,0
1071_182,3,0
1071_190,30,0
1072_7,-25,0
1072_9,-35,0
1072_15,30,0
1072_47,-25,0
1072_61,-25,0
1072_77,-25,0
1072_83,-25,0
1072_88,3,0
1072_110,30,0
1072_120,-25,0
1072_161,-25,0
1072_172,30,0
1072_189,1,0
1072_190,1,0
1072_192,-25,0
1073_9,40,0
1073_31,3,0
1073_34,-25,0
1073_36,-25,0
1073_40,-25,0
1073_51,-25,0
1073_56,3,0
1073_59,30,0
1073_78,-25,0
1073_99,30,0
1073_102,-35,0
1073_103,-35,0
1073_113,-30,0
1073_114,3,0
1073_116,75,0
1073_120,30,0
1073_130,-25,0
1073_133,75,0
1073_136,-35,0
1073_144,10,0
1073_147,-30,0
1073_157,-25,0
1073_163,30,0
1073_171,30,0
1073_195,-25,0
1074_7,3,0
1074_22,-30,0
1074_26,-25,0
1074_27,1,0
1074_49,-30,0
1074_53,-35,0
1074_55,-35,0
1074_56,-25,0
1074_58,-35,0
1074_64,-25,0
1074_65,-30,0
1074_66,-30,0
1074_67,-35,0
1074_72,-25,0
1074_78,-35,0
1074_85,3,0
1074_100,-25,0
1074_103,-25,0
1074_105,-25,0
1074_114,-35,0
1074_123,-25,0
1074_131,3,0
1074_141,1,0
1074_150,-35,0
1074_151,-35,0
1074_153,75,0
1074_155,-25,0
1074_170,-25,0
1074_171,-35,0
1074_174,-25,0
1074_186,-30,0
1074_194,-25,0
1074_196,-30,0
1074_200,-30,0
1076_4,-30,0
1076_11,-35,0
1076_12,40,0
1076_24,-25,0
1076_54,-25,0
1076_56,-25,0
1076_58,-25,0
1076_60,-25,0
1076_63,-35,0
1076_70,-25,0
1076_80,75,0
1076_81,-25,0
1076_88,-35,0
1076_98,-25,0
1076_111,-25,0
1076_112,-25,0
1076_114,-25,0
1076_118,-25,0
1076_121,-30,0
1076_126,3,0
1076_136,30,0
1076_139,-25,0
1076_144,-30,0
1076_147,-30,0
1076_152,-30,0
1076_161,-35,0
1076_166,-25,0
1076_168,-25,0
1076_178,-30,0
1076_190,40,0
1076_195,-25,0
1076_199,-25,0
1077_3,-25,0
1077_17,3,0
1077_21,-25,0
1077_23,40,0
1077_24,3,0
1077_35,-25,0
1077_44,-35,0
1077_56,3,0
1077_57,-25,0
1077_61,30,0
1077_65,10,0
1077_72,-30,0
1077_88,3,0
1077_95,-25,0
1077_99,-25,0
1077_106,-25,0
1077_109,-25,0
1077_114,1,0
1077_121,-25,0
1077_124,-25,0
1077_156,40,0
1077_159,-30,0
1077_161,30,0
1077_164,40,0
1077_174,-25,0
1077_194,-25,0
1077_196,-35,0
1078_2,-25,0
1078_5,-35,0
1078_6,-35,0
1078_12,-25,0
1078_13,-25,0
1078_14,-25,0
1078_15,3,0
1078_16,-25,0
1078_18,3,0
1078_19,-30,0
1078_20,-30,0
1078_22,-25,0
1078_28,-35,0
1078_30,-25,0
1078_31,-25,0
1078_33,-35,0
1078_43,-35,0
1078_44,-25,0
1078_57,-35,0
1078_59,75,0
1078_60,3,0
1078_61,-25,0
1078_62,-25,0
1078_70,30,0
1078_71,-25,0
1078_72,-30,0
1078_74,-25,0
1078_75,-30,0
1078_79,-30,0
1078_80,40,0
1078_82,-30,0
1078_84,75,0
1078_90,-30,0
1078_97,-30,0
1078_98,-25,0
1078_99,30,0
1078_103,-35,0
1078_105,30,0
1078_107,-25,0
1078_113,-25,0
1078_116,-30,0
1078_117,-25,0
1078_120,30,0
1078_123,-25,0
1078_126,75,0
1078_129,-25,0
1078_133,-25,0
1078_134,-35,0
1078_135,-35,0
1078_143,3,0
1078_146,-35,0
1078_150,-25,0
1078_154,3,0
1078_158,-25,0
1078_159,-25,0
1078_172,-30,0
1078_176,-25,0
1078_180,-35,0
1078_183,-25,0
1078_190,-30,0
1078_192,-25,0
1078_194,-35,0
1078_196,-25,0
1079_1,-25,0
1079_5,-30,0
1079_7,3,0
1079_10,3,0
1079_11,30,0
